0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000001,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000002,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000003,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000004,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000005,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000006,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000007,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000008,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000009,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
0,0,111111,111111,111111,111111,0,0,09/22/2008,.ADG-000010,Cliente,23001,Carga de Balances Pendientes,111111,,Contabilidad,1120206,RD,,,0,0,SP,,,Transacciones abiertas,NIV 13,OTRAS CUENTAS POR COBRAR,,,,,No,tst,,No,0,,100,0,PCxC,C90,,09/22/2008,,0,,,,,,0,Sinte,Sí,CK,,No,0,No,,,,,,Adquisición
